NEE,NEV,Count
Institute of Agricultural Economics,Viện Kinh,1
Intel,Compaq,1
Intel,Intel,1
Intel,Microsoft,1
International Monetary Fund,Châu Á,2
International Monetary Fund,Ngân hàng Thế giới,1
International Monetary Fund,Quỹ Tiền tệ Quốc,1
Iran,Afghanistan,1
Iran,CIA ước tính Iran,1
Iran,Cuba,1
Iran,Công ty dầu Total,1
Iran,Hamas,1
Iran,Hezbollah,1
Iran,Iran,10
Iran,Israel,1
Iran,Lawrence Walsh,1
Iran,Miến Điện,1
Iran,Mỹ,3
Iran,Sudan,1
Iran,Thổ Nhĩ Kỳ,1
Iraq,Baghdad,3
Iraq,Butler,1
Iraq,Bộ ngoại giao,1
Iraq,Bộ trưởng Quốc phòng William Cohen,1
Iraq,Chánh Thanh,2
Iraq,Clinton,1
Iraq,Gore,1
Iraq,Hoa Kỳ,4
Iraq,Hội đồng Bảo an LHQ rằng Iraq,1
Iraq,Hội đồng Bảo an Liên Hiệp Quốc,1
Iraq,Hội đồng Bảo an rằng nhóm,1
Iraq,Iraq,16
Iraq,Kofi Annan,1
Iraq,LHQ,2
Iraq,Liên Hiệp Quốc,1
Iraq,Liên Hợp Quốc,4
Iraq,Lầu Năm Góc,1
Iraq,Mỹ,4
Iraq,Nhà Trắng,2
Iraq,Richard Butler,3
Iraq,Ritter,1
Iraq,Saddam Hussein,6
Iraq,quốc hội Iraq,2
Iraqi,ABC,1
Iraqi,Butler,1
Iraqi,Chánh Thanh,1
Iraqi,Iraq,2
Iraqi,LHQ,1
Iraqi,Mỹ,1
Iraqi,Sheila MacVicar,1
Iraqi,thủ đô Iraq,1
Ireland,Ai,1
Ireland,Anh,1
Ireland,Ireland,1
Ireland,Jean Kennedy Smith,1
Ireland,Kennedy,1
Ireland,Mỹ,2
Ireland,Raymond Seitz,1
Irish,Bắc Ireland,1
Irish,Công giáo Ireland,1
Irish,nước Mỹ,1
Irish Republic,Anh,1
Irish Republic,Bắc Ireland,2
Irish Republic,Chính phủ Anh,1
Irish Republic,Cộng hòa Ireland,1
Irish Republic,Hội,1
Irish Republic,Scotland,1
Irish Republic,xứ Wales,1
Irish Republican Army,Bắc Ireland,1
Irish Republican Army,Chính phủ,1
Irish Republican Army,London,1
Irish Republican Army,Quân đội Cộng hòa Ailen,1
Israel,CIA ước tính Iran,1
Israel,David Levy,1
Israel,Fatah,1
Israel,Hamas,1
Israel,Hezbollah,1
Israel,Hoa Kỳ,6
Israel,Israel,15
Israel,Mỹ,2
Israel,Nhà nước Israel,1
Israel,Thổ Nhĩ Kỳ,1
Israel,châu Âu,1
Israel,Địa Trung Hải,1
Israeli,Bộ ngoại giao Madeleine Albright,1
Israeli,Clinton,1
Israeli,Israel,1
Israeli,Israel Benjamin Netanyahu,1
Israeli,Nhà Trắng,1
Istanbul,Istanbul,1
Italian,Italia,1
Italian,Marry,1
Italian,nhà hàng Ý,2
Italy,Anh,1
Italy,Ba Lan,1
Italy,Hy Lạp,1
Italy,Italia,1
Italy,Pháp,4
Italy,Tây Ban Nha,2
Italy,nước Ý,3
Italy,trường Đại học Cracow,1
Italy,Áo,1
Italy,Ý,7
Italy,Ý dưới thời Mussolini,1
Italy,Đội Anh,1
Italy,Đức,3
JP Morgan,JP Morgan,2
Jack,Jack,13
Jack,Melissa ’ s,1
Jack Smith,ABC,1
Jack Smith,ABC News,1
Jack Smith,Jack Smith,2
Jackie,Anh,1
Jackie,Jackie,3
Jackie,Peter,1
Jackie Judd,ABC,6
Jackie Judd,ABC News,1
Jackie Judd,Forrest,1
Jackie Judd,Jackie Judd,11
Jackie Judd,Monica Lewinsky,2
Jackie Judd,Peter,1
Jackie Judd,Washington,5
Jackie Kennedy,Jackie Kennedy,1
Jade,Trung Quốc,1
Jakarta,thành phố Ja,1
James,James,11
James,Paul,2
James,Richard,2
James,trường trung học St James,1
James Blunt,Anh,1
James Blunt,James Blunt,1
James Dean,James Dean,1
James II,Anh,1
James II,James,1
James II,Lão Mạo Nhận,1
James Jeffords,James Jeffords,1
James Jeffords,John Ashcroft,1
James Jeffords,Larry Craig,1
James Jeffords,Nashville,1
James Jeffords,Tennessee,1
James Jeffords,nhóm Trent Lott,1
James Joyce,James Joyce,1
James Smith,James Smith,1
Jamyang Zhaypa,Jamyang Zhaypa,1
Jamyang Zhaypa,Ngawang Tsondru,1
Jane,Alison,1
Jane,Jane,32
Jane,Jane bẳn,1
Jane,Janes,1
Jane,Jim,1
Jane,Mary,1
Jane,Sarah,1
Jane,Sue,1
Jane,Susan,2
Jane Austen,Jane Austen,1
Jane Clayson,ABC,2
Jane Clayson,ABC News,3
Jane Clayson,California,1
Jane Clayson,Jane Clayson,5
Jane Clayson,Los Angeles,2
Jane Clayson,Ventura,1
Jane Eyre,Jane Eyre,1
Jane Morrison,Jane Morrison,1
Janet,George,1
Janet,Janet,2
Janet,Sue,1
Janet Reno,Janet Reno,1
Japan,Anh,5
Japan,Anh Quốc,1
Japan,Hoa Kỳ,1
Japan,Hàn Quốc,1
Japan,Hải Quân,1
Japan,Hồng Kông,1
Japan,Nagano,1
Japan,Nakamura Goro,1
Japan,Nhật,41
Japan,Nhật Bản,79
Japan,Nhật bản,1
Japan,Pháp,1
Japan,Singapore,1
Japan,Sumitomo,1
Japan,Tokyo,1
Japan,Trung Quốc,3
Japan,VID Group,1
Japan,nước Anh,1
Japan,nước Mỹ,1
Japan,nước Nhật,5
Japan,Đức,1
Jarrod Lovette,Jarrod Lovette,1
Jason Arnott,Anaheim,1
Jason Arnott,Bill Gared,1
Jason Arnott,Brian Muir,1
Jason Arnott,Chicago,1
Jason Arnott,Edmonton,1
Jason Arnott,Edmonton Jason Arnott,1
Jason Arnott,Florida,1
Jason Arnott,New Jersey,1
Jason Arnott,Valarie Zelaputon,1
Jason Stone,Công ty APL,1
Jason Stone,Jason Stone,1
Jean,Jean,2
Jean,Pari,1
Jean Kennedy Smith,Anh,1
Jean Kennedy Smith,Ireland,1
Jean Kennedy Smith,Jean Kennedy Smith,1
Jean Kennedy Smith,Kennedy,1
Jean Kennedy Smith,Mỹ,2
Jean Kennedy Smith,Raymond Seitz,1
Jean Parks,Jean Parks,1
Jean Parks,Luân Đôn,1
Jean-Pierre Senghor,Jean-Pierre Senghor,1
Jean-Pierre Senghor,Tây Phi,1
Jed,Jed,1
Jeff,Jeff,4
Jeff,Lyn,1
Jeff Toobin,Jeff Toobin,2
Jeffrey,Jeffrey,1
Jeffrey,Kenneth Starr,1
Jeffrey Toobin,ABC,1
Jeffrey Toobin,Dean Reynolds,1
Jeffrey Toobin,Denver,2
Jeffrey Toobin,Jeffrey Toobin,5
Jeffrey Toobin,Thành phố Oklahoma,1
Jenkins,Jenkins,1
Jennifer,Jennifer,1
Jennings,Jennings,1
Jenny,Belfast,1
Jenny,Dublin,1
Jenny,Jenny,3
Jeremy,Jeremy,1
Jerod Swallow,Elizabeth Punsalan,1
Jerod Swallow,Jerod Swallow,1
Jerry Falwell,Clinton,1
Jerry Falwell,Jerry Falwell,1
Jerry Falwell,Jesse Helms,1
Jerry Falwell,Kenneth Starr,1
Jerry Falwell,Lauch Faircloth,1
Jerry Lee Lewis,Jerry Lee Lewis,1
Jerry Vale,Jerry Vale,1
Jerry Vale,Tony Orlando,1
Jerusalem,Berlin,1
Jerusalem,Jerusalem,1
Jerusalem,Moscow,1
Jess,Heldi,1
Jess,Jess,1
Jesse Helms,Clinton,1
Jesse Helms,Jerry Falwell,1
Jesse Helms,Jesse Helms,1
Jesse Helms,Kenneth Starr,1
Jesse Helms,Lauch Faircloth,1
Jesus,Chúa Giêsu,2
Jesus,Cuba Che Guevara,1
Jesus,Do Thái,1
Jesus,Hài nhi Jesus,1
Jesus,Hài Đồng,1
Jesus,Nhật Phục Sinh,1
Jesus Christh,Amen,1
Jesus Christh,Jesus Christ,1
Jiangsu,Giang Tô,1
Jiangsu,Hàng Châu,1
Jiangsu,Long Tỉnh,1
Jiao,Mỹ,1
Jiao,Trung Quốc,1
Jill,Jill,6
Jill,Sue,1
Jim,Jane,1
Jim,Jim,14
Jim Baker,John Hinckley,1
Jim Baker,Sally Johnson,1
Jim Baker,Theodore Kaczynski,1
Jim Laurie,ABC,1
Jim Laurie,ABC News,2
Jim Laurie,Hồng Kông,3
Jim Laurie,Jim Laurie,3
Jim Lehrer,Jim Lehrer,1
Jim Lehrer,Đài phát thanh Cộng,1
Jim You,Jim,1
Jimmy,Jimmy,3
Jo,Jo,1
Joan,Gian Đa,1
Joan,Joan,2
Joe,Joe,4
Johann Sebastain Bach,Johann Sebastain Bach,1
John,Anh,1
John,Edinburgh,1
John,John,89
John,John Thánh Giá,1
John,Jones,1
John,Jôn,1
John,Kinh Phúc,1
John,Liz,2
John,Mary,2
John,Mỹ,1
John,New York,1
John,Nga,1
John,Peter,3
John,Thánh Giôn,1
John,Thánh đường St John,1
John,Tiny,1
John Ashcroft,James Jeffords,1
John Ashcroft,John Ashcroft,1
John Ashcroft,Larry Craig,1
John Ashcroft,Nashville,1
John Ashcroft,Tennessee,1
John Ashcroft,nhóm Trent Lott,1
John Cochran,ABC News,1
John Cochran,John Cochran,1
John Cochran,Nhà Trắng,1
John Donvan,ABC News,1
John Donvan,John Donvan,1
John Donvan,Nhà Trắng,1
John F Kennedy,John F Kennedy,1
John Fowles,John Fowles,1
John Glent,John Glent,1
John Gotti,John Gotti,2
John Hinckley,John Hinckley,1
John Hinckley,Sally Johnson,1
John Hinckley,Theodore Kaczynski,1
John Jones,John Jones,1
John Major,Anh,1
John Major,Clinton,1
John Major,IRA,1
John Major,John Major,1
John Major,Đại sứ Seitz tuyên bố chính phủ Anh,1
John Martin,ABC,1
John Martin,ABC News,3
John Martin,Clewiston,1
John Martin,Florida,1
John Martin,John Martin,4
John Martin,Miami,1
John Martin,Washington,1
John McKenzie,ABC News,1
John McKenzie,John McKenzie,1
John McKenzie,New York,1
John McWethy,ABC,6
John McWethy,ABC John McWethy,1
John McWethy,ABC News,8
John McWethy,John McWethy,14
John McWethy,Lầu Năm Góc,9
John McWethy,Mỹ,1
John McWethy,Washington,1
John Miller,ABC News,1
John Miller,John Miller,1
John Miller,New York,1
John Paul,Cuba,7
John Paul,Fidel Castro,4
John Paul,Gioan Phaolô,3
John Paul,Gioan Phaolô Đệ,1
John Paul,John Paul,6
John Paul,Parkinson,1
John Paul,Đức Giáo Hoàng,1
John Paul,Đức Giáo Hoàng Gioan Phaolô,3
John Paul II,Đức Giáo hoàng John Paul,1
John Rockhold,John Rockhold,1
John Rockhold,Việt Nam,1
John Smith,John Smith,5
John Smith,Smith,1
John Wayne,John Wayne,1
John Willemson,ABC News,1
John Willemson,Canada,1
John Willemson,John Willemson,1
John Winters,John Winters,1
Johnny,Johnny,1
Johnny Cash,Johnny Cash,1
Johnny Cash,Perkins,1
Johnson,ABC News,1
Johnson,Brown,1
Johnson,Gatesville,1
Johnson,Johnson,4
Johnson,Texas,1
Johnson & Johnson Company,Công ty Johnson & Johnson,1
Johnson & Johnson Company,Hoa Kỳ,1
Johnson & Johnson Company,Rivaroxaban,1
Jones,Clinton,3
Jones,Clinton Robert Bennett,1
Jones,Công ty Điện tử Jones,2
Jones,Jones,13
Jones,Lewinsky,1
Jones,Smith,1
Jones,Vernon Jordan,1
Joneses,Jones,1
Jordan,ABC News,1
Jordan,American Express,1
Jordan,Betty Currie,1
Jordan,Clinton,1
Jordan,Jordan,11
Jordan,Jordan Hussein,1
Jordan,Lewinsky,1
Jordan,Monica Lewinsky,2
Jordan,Mỹ,1
Jordan,Nhà Trắng Vincent Foster,1
Jordan,Revlon,1
Jordan,Trung Đông,1
Jordan,Vịnh,1
Jordan,Webster Hubbell,1
Jordan River,Jordan,1
Joseph,Joseph,1
Journal of Science,Khoa học,1
Joyce,Joyce,4
JuJu Chang,ABC News,1
JuJu Chang,JuJu Chang,1
JuJu Chang,New Haven,1
Judith L. Ladinsky,Judith L. Ladinsky,1
Judy Clarke,Judy Clarke,1
Judy Clarke,Kaczynski,1
Julia,Dan,1
Julia,Julia,1
Julie,Julie,1
Julius Caesar,Brutus,1
Julius Caesar,Julius Caesar,2
Julius Caesar,Tom Hill,1
Julius Caesar,Đế quốc La Mã,1
Jun,Jun,3
Junker,Junker,1
Junker,Wolfensohn,1
Junker,ngân sách Frieden,1
Justice Department,ABC News,1
Justice Department,Alexis Herman,1
Justice Department,Arkansas,1
Justice Department,Bộ Tư,3
Justice Department,Bộ Tư pháp,1
Justice Department,FBI,1
Justice Department,Herman,5
Justice Department,Jordan,1
Justice Department,Kaczynski,2
Justice Department,Laurent Yene,1
Justice Department,Lewinsky,1
Justice Department,Starr,3
Justice Department,Sở Tư pháp,1
Justice Department,Tripp,1
Justice Department,Vince Foster,1
Justice Department,Văn phòng Du lịch Nhà Trắng,1
Justice Department,Web Hubbell,1
Justice Department,Webster Hubbell,1
Justice Department,Yene,1
Justice Department,châu Phi,1
KKH,Dubai,1
KKH,Henry,1
KKH,Mohanad,1
KKH,Patricia,1
Kaczynski,Bộ Tư,2
Kaczynski,Charles Epstein,1
Kaczynski,David Gelertner,1
Kaczynski,Judy Clarke,1
Kaczynski,Kaczynski,21
Kaczynski,Terry,1
Kaczynski,Unabomber,1
Kahala Mall,khu thương mại Kahala,1
Kahan,Kahan,1
Kahan,Đại học Reading,1
Kalevala,Mon Man,1
Kalevala,Phần Lan,1
Kamakura,Kamakura,1
Kansas,Duke,1
Kansas,Hoa Kỳ,1
Kansas,Kansas,3
Kansas,Kentucky,1
Kansas,Nebraska,1
Kansas,Stanford,1
Kansas,Topeca,1
Kansas,U Conn,1
Kansas,Utah,1
Karl Malone,Jazz,1
Karl Malone,Karl Malone,1
Karla Davis,ABC,1
Karla Davis,ABC News,2
Karla Davis,Karla Davis,3
Karla Davis,Washington,2
Karla Faye,Brown,1
Karla Faye,Gatesville,1
Karla Faye,Houston,1
Karla Faye,Karla Faye,6
Karla Faye,Ron Carlson,1
Karla Faye,Texas,1
Karla Faye,Thiên,1
Karla Faye Tucker,Danny Garrett,1
Karla Faye Tucker,Karla Faye Tucker,4
Karla Faye Tucker,Texas,1
Karla Faye Tucker,ban bồi thẩm Houston,1
Karla Faye Tucker,Ủy ban Ân,1
Karpov,Karpov,1
Katakana,Katakana,1
Kate,Hoan,1
Kate,Kate,2
Kate,Olive,1
Kate,Peter,1
Kathy,Kathy,2
Kauai,Honolulu,1
Kauai,Kauai,1
Kazakhstan,Armenia,1
Kazakhstan,Bộ trưởng Ngoại giao Nguyễn Mạnh Cầm,1
Kazakhstan,Kazakhstan,4
Kazakhstan,Việt Nam,1
Kazakhstan,Võ Văn Kiệt,1
Keats,Keats,2
Keats,Shelly,1
Kei,Kei,2
Keith,Keith,1
Kelly,Kelly,1
Kemp,Martin Kemp,2
Ken,Ken,1
Ken Kashiwahara,ABC,1
Ken Kashiwahara,ABC News,3
Ken Kashiwahara,Ken Kashiwahara,5
Ken Kashiwahara,Ken Kashiwahara ABC,1
Ken Kashiwahara,Sacramento,4
Ken Kashiwahara,Terry Moran,1
Ken Starr,Ginsburg,1
Ken Starr,Ken Starr,6
Ken Starr,Lewinsky,3
Ken Starr,Linda Tripp,1
Ken Starr,Lầu Năm Góc,1
Ken Starr,Monica Lewinsky,3
Ken Starr,Nhà Trắng,1
Ken Starr,Starr,1
Ken Starr,Tripp,1
Ken Starr,Vernon Jordan,1
Ken Starr,William Ginsburg,2
Kennedy,Anh,1
Kennedy,Bill Clinton,1
Kennedy,Ireland,1
Kennedy,Jean Kennedy Smith,1
Kennedy,Kennedy,3
Kennedy,Mỹ,2
Kennedy,Nhà Trắng,1
Kennedy,Raymond Seitz,1
Kennedy Airport,sân bay Kenedy,1
Kennedy Smith,Anh,3
Kennedy Smith,IRA,1
Kennedy Smith,Kennedy Smith,1
Kennedy Smith,London,1
Kennedy Smith,Mỹ,1
Kennedy Smith,Seitz,1
Kennedys,Chicago Merchandise Mart,1
Kennedys,Kennedy,1
Kenneth Starr,Clinton,2
Kenneth Starr,Jeffrey,1
Kenneth Starr,Jerry Falwell,1
Kenneth Starr,Jesse Helms,1
Kenneth Starr,Kenneth Starr,8
Kenneth Starr,Lauch Faircloth,1
Kenneth Starr,Lewinsky,2
Kenneth Starr,Monica Lewinsky,2
Kenneth Starr,Nhà Trắng,1
Kenneth Starr,Washington,1
Kensuke Tsuzuki,Kensuke Tsuzuki,1
Kensuke Tsuzuki,Nhật Bản đến Cameroon,1
Kent Archaeological Society,Hội khảo cổ Kent,1
Kent Archaeological Society,Hội khảo cổ học Kent,1
Kentucky,Adams County,1
Kentucky,Duke,1
Kentucky,Kansas,1
Kentucky,Kentucky,3
Kentucky,Louisville,1
Kentucky,Stanford,1
Kentucky,U Conn,1
Kentucky,Utah,1
Kenya,Anh,1
Kenya,Kenya,1
Keth,Keth,1
Kevin,Kevin,3
Kevin,Tracy,1
Keyaki,Keyaki,1
Khahar,Khahar,1
Khahar,Rebiya Kadeer,1
Khahar,Roxingul,1
Khalid Ibrahim,Khalid Ibrahim,1
Khalsa,California,1
Khalsa,Khalsa,2
Kham Thien,Hà Nội,1
Kham Thien,phố Khâm Thiên,1
Khanh Hoa,Khánh Hoà,1
Khanh Hoa Province,Nam Trung Bộ Việt Nam,1
Khanh Hoa Province,Tỉnh Khánh Hòa,1
Kim Hong,Hồ Xuân Sơn,1
Kim Hong,Var Kim Hong,1
Kofi Annan,"Bill Clinton,",1
Kofi Annan,Hội đồng Bảo an rằng nhóm,1
Kofi Annan,Kofi Annan,2
Kofi Annan,Liên Hợp Quốc,2
Kofi Annan,Mỹ,2
Kofi Annan,Richard Butler,1
Kofi Annan,Saddam,1
Kordell Stewart,Kordell Stewart,1
Kordell Stewart,New England,1
Kordell Stewart,Pittsburgh,1
Korea Telecom,Korea Telecom,1
Krishma,Krishma,1
Krishma,thần Vishnu,1
Kuala Lumpur,Croatia,1
Kuala Lumpur,Kuala Lumpur,1
Kuala Lumpur,Malaysia,1
Kuala Lumpur,Việt Nam,1
Kung,Khổng Phu Tử,1
Kung,Trung Quốc,1
Kunming,Cung Điện Mùa Hè,1
Kunming,Côn Minh,1
Kunming,Mùa Xuân,1
Kunming,Sảnh Đường Sứ,1
Kuwait,Kôoet,1
Kwajalein Atoll,Cộng hòa Quần đảo Marshall,1
Kwajalein Atoll,Kwajalein Atoll,1
Kwajalein Atoll,Ongkili,1
Kwang,Trương Quan Thu,1
Kwang,Trương Quang Thu,1
Kwang,công ty Bảo hiểm Vĩnh Thái,1
Kyoto,Công ước Kyoto,4
Kyrgyz Republic,Cộng Hoà Kyrgyz,1
La Crosse,La Crosse,1
La Crosse,Wisconsin,1
Labour,Công đảng,2
Labour,Công đảng thành,1
Labour,Công đảng và đảng Dân,1
Labour,đại biểu Công Đảng cho tỉnh York,2
Labour Ar,Hội đồng trọng tài,1
Labour Party,Chính phủ,1
Labour Party,Công Đảng,1
Labour Party,Công đảng,2
Labour Party,Đảng Lao,2
Labour Party,Đảng Lao Động,2
Lady Margaret,Bà Margaret,1
Lagos,Lagos,3
Lagos,Nairobi,1
Lahore,Lahore,1
Lahore,Pakistan,1
Lai Chau,Lai Châu,1
Lake District,Lake District,3
Lake District,Wordsworth,2
Lake District,vùng Hồ,1
Lake District,vùng Lake District,1
Lake Geneva,Giơnevơ,1
Lake Namtso,Namtso,1
Lake Tahoe,Don Knapp,1
Lake Tahoe,Lake Tahoe,1
Lakeland,ABC News,1
Lakeland,Florida,1
Lakeland,Lakeland,1
Lakeland,Mike Von Fremd,1
Lakers,Đội Bulls thắng đội Lakers,1
Lambeau Field,Lambeau Field,1
Lambeau Field,Packers,1
Lan,Lan,1
Lancashire Regiment,trung đoàn quận Lancashire,1
Lancaster,Lancaster,1
Lane,Lane,1
Laos,Bộ Ngoại giao Lào,1
Laos,Lào,2
Laos,Poypet,1
Laos,Thái Lan,1
Laos,Việt Nam,1
Lapland,Lapland,1
Lapland,Phần Lan,1
Largo Music School,Reed,1
Largo Music School,trường âm nhạc Largo,1
Larry Craig,James Jeffords,1
Larry Craig,John Ashcroft,1
Larry Craig,Larry Craig,1
Larry Craig,Nashville,1
Larry Craig,Tennessee,1
Larry Craig,nhóm Trent Lott,1
Las Vegas,ABC News,1
Las Vegas,Jack Smith,1
Las Vegas,Jun,1
Las Vegas,Las Vegas,2
Las Vegas,Westin,1
Laszlo,Chủ tịch Quốc hội Việt Nam,1
Laszlo,Laszlo,1
Latin America,Mỹ Latinh,1
Latin America,châu Âu,1
Lauch Faircloth,Clinton,1
Lauch Faircloth,Jerry Falwell,1
Lauch Faircloth,Jesse Helms,1
Lauch Faircloth,Kenneth Starr,1
Lauch Faircloth,Lauch Faircloth,1
Laurent Yene,Herman,1
Laurent Yene,Laurent Yene,1
Laurent Yene,châu Phi,1
Lawrence Summers,Bộ tài chính Lawrence Summers,1
Lawrence Summers,Indonesia,1
Lawrence Walsh,Iran,1
Lawrence Walsh,Lawrence Walsh,1
Le Loi Avenue,Lê Lợi,1
Le Loi Avenue,đường Công Lý,1
Leadco,Leadco,1
Lear,Lear,1
Lear,Vua Lia,1
Leeds,Chelsea,2
Leeds,Leeds,4
Leeds,London,1
Leeds,vùng Leeds,1
Leeds,đội Leeds,1
Leeds North,Leeds,1
Leeds United,Leeds United,1
Leeds United,Manchester City,1
Leon Panetta,Leon Panetta,1
Leonard,Durian,1
Leonard,Leonard,1
Leonard Berstein,Leonard Berstein,1
Leonardo,Leonardo,3
Leonardo,Mona Lisa,1
Leopard Panthera Pardus,Báo Panthera Pardus,1
Leopard Panthera Pardus,rừng Cúc Phương,1
Leverkusen,Leverkusen,2
Leverkusen,Win,1
Levy,Levy,1
Levy,Netanyahu,1
Lewinsky,ABC News,9
Lewinsky,ABC News rằng Lewinsky,1
Lewinsky,American Express,1
Lewinsky,Andy Bleiler,1
Lewinsky,Arkansas,1
Lewinsky,Betty Currie,2
Lewinsky,Clinton,11
Lewinsky,FBI,2
Lewinsky,Ginsburg,1
Lewinsky,Jones,1
Lewinsky,Jordan,2
Lewinsky,Ken Starr,3
Lewinsky,Kenneth Starr,2
Lewinsky,Lewinsky,44
Lewinsky,Linda Tripp,2
Lewinsky,Los Angeles,1
Lewinsky,Lucianne Goldberg,1
Lewinsky,Lầu Năm Góc,1
Lewinsky,Mike McCurry,1
Lewinsky,Monica Lewinsky,5
Lewinsky,Mỹ,1
Lewinsky,Nhà Trắng,7
Lewinsky,Nhà Trắng Monica Lewinsky,1
Lewinsky,Nhà Trắng đến Lầu Năm Góc,1
Lewinsky,Nhà Trắng đến thăm Clinton,1
Lewinsky,Oregon,1
Lewinsky,Panetta,1
Lewinsky,Paula Jones,3
Lewinsky,Revlon,1
Lewinsky,Ritz Carlton,1
Lewinsky,Starr,9
Lewinsky,Sở Tư pháp,1
Lewinsky,Thành phố Lầu Năm Góc,1
Lewinsky,Tripp,6
Lewinsky,Vernon Jordan,6
Lewinsky,Vince Foster,1
Lewinsky,Văn phòng Du lịch Nhà Trắng,1
Lewinsky,Watergate,1
Lewinsky,Web Hubbell,1
Lewinsky,William Ginsburg,2
Lewis,Clark,1
Lewis,Oregon,1
Lewis,Portland,1
Lewis,Đại học Lewis,1
Lewis Carroll,Lewis Carroll,1
Lewiston Maine,ABC News,1
Lewiston Maine,Bob Woodruff,1
Lewiston Maine,Lewiston Maine,1
Lhasa,Lhasa,1
Lhasa,Trung Quốc,1
Li,Vương Lý,1
Li,hãng hàng không Eastern Airlines,1
Li Da,Lý Đại Minh,1
Li Liangjun,Li Liangjun,1
Li Liangjun,Qomolangma,1
Li Liangjun,Thung lũng sông Hồng,1
Li Lin,Li Lin,1
Li Lin,Thượng Hải,1
Li Lin,Trung Quốc,1
Lifan,Lifan,1
Lifan Group,Tập đoàn Lifan,1
Lijiang River,sông Li,1
Lili Fall,thác Lili,1
Lilian,Lilian,1
Lilian,Wilson,1
Lim,Lim,1
Linda,ABC News rằng Clinton,1
Linda,Bennett,2
Linda,Linda,3
Linda Douglass,ABC,1
Linda Douglass,ABC News,1
Linda Douglass,Charlie Trie,1
Linda Douglass,Linda Douglass,3
Linda Douglass,Little Rock,1
Linda Douglass,Washington,2
Linda Tripp,Ken Starr,1
Linda Tripp,Lewinsky,2
Linda Tripp,Linda Tripp,3
Linda Tripp,Lucianne Goldberg,1
Linda Tripp,Lầu Năm Góc,1
Linda Tripp,Monica Lewinsky,3
Linda Tripp,Nhà Trắng,1
Linda Tripp,Tripp,1
Lindley,Etinwanda,1
Lindley,Lindley,1
Lindley,đại lộ Vanowen,1
Lineker,Allen,1
Lineker,Lineker,1
Linga,Linga,1
Linga,Siva,1
Lingfield,Lingfield,1
Lisa,Lisa,1
Lisa McRee,Clinton,1
Lisa McRee,Lisa,1
Lisa McRee,nước Mỹ,1
Lisa Salters,ABC News,1
Lisa Salters,Albuquerque,1
Lisa Salters,Lisa Salters,1
Lisa Stark,ABC,1
Lisa Stark,ABC News,3
Lisa Stark,Cục Hàng không Liên bang,1
Lisa Stark,Lisa Stark,4
Lisa Stark,Washington,3
Lisbon,Lisbon,1
Little Rock,ABC,1
Little Rock,Charlie Trie,1
Little Rock,Linda Douglass,1
Little Rock,Little Rock,2
Little Rock,Starr,1
Little Rock,Washington,1
Little Rock,Whitewater,1
Liu,Brown,2
Liu,Hân,1
Liu,Lưu,3
Liu Fang,Lưu Phương,1
Liu Li,Lưu Lý,1
Liu Wei,Lưu Vệ,1
Liverpool,Arsenal,1
Liverpool,Liverpool,7
Liverpool,Madrid,1
Liz,Bob,1
Liz,John,2
Liz,Liz,2
Loch Ness,Hồ Loch Ness,1
Lon Horiuchi,Lon Horiuchi,1
London,ABC News,4
London,Anh,3
London,Avon,1
London,Birmingham,1
London,Bombay,1
London,Brighton,2
London,Brixton,1
London,Bảo tàng Anh,1
London,Bắc Ireland,1
London,Cardiff,1
London,Chính phủ,1
London,Coventry,1
London,Crewe,1
London,David Ensor,1
London,Didcot,1
London,Dàn Nhạc Giao Hưởng Luân Đôn,1
London,East End,1
London,Edinburgh,1
London,Gherkin,1
London,Glasgow,2
London,Guildford,1
London,Harrods,1
London,Hoa Kỳ,1
London,Hồng Kông,1
London,Hội đồng thành phố Luân Đôn,1
London,IRA,1
London,Jean Parks,1
London,Kennedy Smith,1
London,Khu tài chính Thành phố Luân Đôn,1
London,La Mã,1
London,Leeds,1
London,London,76
London,Luân,1
London,Luân Đôn,91
London,Luân Đôn đến Birmingham,1
London,Luân Đôn đến Exetơ,1
London,Luôn Đôn,2
London,Manchester,1
London,Mike Lee,2
London,Mátxcơva,1
London,Mỹ,1
London,Nelson,1
London,New York,6
London,New york,1
London,Niu Yooc,1
London,Oxford,8
London,Pari,2
London,Paris,6
London,Pháp qua đường London,1
London,Quân đội Cộng hòa Ailen,1
London,Reading,1
London,Richard Gizbert,1
London,Rome,1
London,Seitz,1
London,Singapore,1
London,Slough,1
London,Soho,1
London,Stratford,1
London,Tom,1
London,Vernon Jordan,1
London,Viễn Đông,1
London,Xcốtlen,1
London,giữa London,1
London,khu vực Luân Đôn,1
London,nhà hát Luân Đôn,1
London,nước Anh,1
London,phố Luân Đôn,1
London,sân ga số 3 đi London,1
London,sông Thames,1
London,thành phố Luân Đôn,2
London,vùng lân cận London,1
London Airport,Luân Đôn,1
London Gazette,Báo London,1
London Transport,London,1
Long Beach,Long Beach,1
Long Binh Base Depot,Tổng kho Long Bình,1
Los Angeles,ABC News,2
Los Angeles,Chicago,1
Los Angeles,Jane Clayson,2
Los Angeles,Lewinsky,1
Los Angeles,Los Angeles,15
Los Angeles,Miami,1
Los Angeles,New Jersey,1
Los Angeles,Union,1
Los Angeles,Wisconsin,1
Los Angeles,sao Los Angeles,1
Lotus Flower Peak,Đỉnh Hoa Sen,1
Louise,Louise,1
